age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;target
35;admin.;married;secondary;no;304;no;no;cellular;18;mar;237;1;-1;0;unknown;yes
47;management;married;secondary;no;2892;no;no;unknown;17;jun;556;1;-1;0;unknown;yes
37;admin.;married;tertiary;no;0;yes;no;cellular;21;jul;115;1;-1;0;unknown;no
33;management;single;tertiary;no;0;yes;no;cellular;13;may;585;1;-1;0;unknown;yes
46;management;divorced;secondary;no;10;yes;no;cellular;17;nov;273;1;-1;0;unknown;no
60;unemployed;married;secondary;no;1047;no;no;cellular;27;may;173;3;279;4;success;yes
37;management;single;tertiary;no;72;yes;yes;cellular;20;apr;885;5;150;7;failure;yes
25;entrepreneur;married;tertiary;no;37;yes;yes;unknown;8;may;453;2;-1;0;unknown;no
37;technician;married;secondary;yes;-886;yes;no;unknown;26;may;224;1;-1;0;unknown;no
33;technician;divorced;secondary;no;7;yes;yes;unknown;6;may;87;1;-1;0;unknown;no
39;services;married;secondary;no;52;no;no;telephone;2;feb;1420;3;-1;0;unknown;yes
73;retired;married;primary;no;279;no;no;cellular;28;jan;399;3;-1;0;unknown;yes
41;student;single;secondary;no;595;yes;no;unknown;18;sep;22;1;107;2;success;no
30;technician;single;tertiary;no;53;no;no;cellular;29;apr;375;1;-1;0;unknown;yes
26;technician;married;secondary;no;351;yes;no;unknown;2;jun;758;3;-1;0;unknown;no
47;blue-collar;married;secondary;no;182;yes;no;telephone;10;jul;39;1;-1;0;unknown;yes
40;self-employed;married;tertiary;no;13669;no;no;cellular;15;oct;138;1;136;8;other;no
60;technician;married;unknown;no;0;yes;no;unknown;8;may;77;1;-1;0;unknown;no
53;admin.;married;secondary;no;459;no;no;cellular;5;apr;558;1;-1;0;unknown;yes
34;services;single;secondary;no;-374;yes;no;cellular;11;may;672;1;-1;0;unknown;yes
43;technician;married;tertiary;no;0;no;no;cellular;4;aug;1488;2;-1;0;unknown;yes
32;management;single;tertiary;no;2536;yes;no;cellular;26;aug;958;6;-1;0;unknown;yes
44;blue-collar;married;secondary;no;1087;yes;no;unknown;19;may;100;2;-1;0;unknown;no
40;services;married;secondary;no;-345;yes;no;cellular;24;jul;39;2;-1;0;unknown;no
38;blue-collar;married;primary;no;1099;yes;no;cellular;15;may;22;5;-1;0;unknown;no
26;student;single;secondary;no;2572;yes;no;cellular;5;may;620;1;-1;0;unknown;no
36;management;married;tertiary;no;203;no;no;cellular;25;jan;255;1;88;1;success;yes
30;management;single;tertiary;no;2876;no;no;cellular;6;aug;103;4;-1;0;unknown;no
30;blue-collar;single;secondary;no;191;no;no;cellular;25;jul;66;2;-1;0;unknown;no
46;technician;married;unknown;no;3308;no;no;cellular;28;jul;219;2;-1;0;unknown;yes
24;student;single;secondary;no;382;no;no;cellular;13;nov;256;2;92;3;failure;yes
25;management;single;tertiary;no;0;no;yes;cellular;18;jul;342;1;-1;0;unknown;no
41;blue-collar;married;secondary;no;59;yes;no;unknown;15;may;75;8;-1;0;unknown;no
48;management;married;tertiary;no;1093;yes;yes;cellular;13;oct;1226;2;-1;0;unknown;yes
58;unknown;married;unknown;no;219;no;no;unknown;18;jun;55;1;-1;0;unknown;no
26;blue-collar;single;secondary;no;1;yes;no;cellular;22;jul;36;2;-1;0;unknown;no
49;blue-collar;married;primary;no;937;yes;no;unknown;12;jun;66;1;-1;0;unknown;no
26;management;single;tertiary;no;1623;no;no;cellular;2;jun;479;1;-1;0;unknown;yes
34;technician;single;tertiary;no;332;no;no;cellular;18;aug;75;7;-1;0;unknown;no
35;management;single;tertiary;no;2646;no;no;cellular;13;oct;221;1;182;1;success;yes
38;self-employed;married;tertiary;no;526;no;no;cellular;27;aug;86;11;-1;0;unknown;no
39;management;married;secondary;no;2445;no;no;unknown;16;jun;303;5;-1;0;unknown;no
36;unemployed;single;primary;no;0;yes;no;telephone;7;jul;63;6;-1;0;unknown;no
30;blue-collar;married;secondary;no;554;yes;no;cellular;29;jan;100;1;-1;0;unknown;no
58;admin.;divorced;secondary;no;1947;no;no;telephone;26;oct;228;1;-1;0;unknown;yes
57;blue-collar;married;secondary;no;75;no;no;cellular;8;jul;157;8;-1;0;unknown;no
60;management;married;tertiary;no;2281;no;no;cellular;5;feb;230;2;-1;0;unknown;yes
49;technician;married;secondary;no;808;yes;no;cellular;28;jan;1232;1;-1;0;unknown;yes
28;unemployed;married;secondary;no;655;yes;no;unknown;4;jun;606;2;-1;0;unknown;no
33;student;single;unknown;no;1170;no;no;cellular;30;apr;352;1;-1;0;unknown;yes
45;technician;single;tertiary;no;0;no;no;cellular;18;aug;773;4;-1;0;unknown;yes
59;retired;married;secondary;no;-471;no;no;cellular;7;aug;86;6;-1;0;unknown;no
47;management;single;tertiary;no;255;no;yes;cellular;30;jul;802;4;-1;0;unknown;yes
47;admin.;married;secondary;no;328;no;no;cellular;13;aug;260;2;-1;0;unknown;no
51;services;married;secondary;no;53;yes;no;unknown;26;may;140;2;-1;0;unknown;no
42;technician;divorced;secondary;no;19;no;no;cellular;20;aug;875;4;-1;0;unknown;yes
45;admin.;married;secondary;no;476;no;no;cellular;6;aug;356;1;364;1;other;yes
34;admin.;single;tertiary;no;4254;yes;no;cellular;21;nov;714;1;-1;0;unknown;yes
48;blue-collar;divorced;primary;no;0;no;no;unknown;6;jun;248;2;-1;0;unknown;no
32;services;divorced;tertiary;no;376;yes;no;unknown;20;may;102;2;-1;0;unknown;no
34;blue-collar;married;secondary;no;1207;yes;no;unknown;21;may;905;1;-1;0;unknown;yes
29;blue-collar;married;secondary;no;1175;yes;yes;cellular;30;jul;141;4;-1;0;unknown;no
73;retired;married;secondary;no;1292;no;no;cellular;3;apr;420;1;-1;0;unknown;no
46;admin.;married;secondary;no;-522;yes;no;cellular;27;mar;243;3;239;13;other;yes
44;management;married;tertiary;no;1858;no;no;cellular;6;aug;113;4;-1;0;unknown;no
34;housemaid;married;tertiary;no;0;no;no;cellular;18;aug;148;1;84;2;failure;yes
28;blue-collar;married;secondary;no;100;yes;yes;unknown;27;may;132;2;-1;0;unknown;no
43;technician;married;secondary;no;0;no;no;cellular;19;aug;313;3;-1;0;unknown;no
53;admin.;single;secondary;no;545;yes;no;cellular;12;may;305;1;370;1;failure;no
37;technician;married;secondary;no;5115;yes;no;unknown;30;may;45;4;-1;0;unknown;no
31;technician;single;secondary;no;106;yes;no;cellular;8;may;94;1;-1;0;unknown;no
28;unemployed;single;tertiary;no;1010;yes;no;cellular;6;may;911;1;336;2;failure;no
44;admin.;married;secondary;no;399;yes;yes;unknown;3;jun;271;2;-1;0;unknown;no
26;housemaid;single;secondary;no;229;yes;no;unknown;30;may;60;16;-1;0;unknown;no
38;blue-collar;married;primary;no;5839;yes;no;unknown;4;jun;984;2;-1;0;unknown;yes
42;self-employed;married;secondary;no;357;no;no;cellular;22;aug;94;4;-1;0;unknown;no
46;housemaid;married;secondary;no;38;no;no;cellular;27;may;181;3;183;1;success;yes
57;management;divorced;unknown;no;2986;no;no;cellular;17;dec;222;2;231;1;failure;yes
34;admin.;single;secondary;no;0;yes;no;cellular;17;nov;214;1;174;2;failure;no
60;admin.;divorced;secondary;no;-41;yes;yes;cellular;6;feb;1658;1;262;1;failure;yes
29;blue-collar;married;secondary;no;577;yes;no;telephone;17;apr;501;3;331;10;other;no
37;unemployed;single;secondary;no;443;no;no;cellular;29;jan;1600;1;-1;0;unknown;yes
93;retired;married;unknown;no;775;no;no;cellular;22;jul;860;2;177;7;success;yes
41;entrepreneur;single;secondary;no;663;no;no;cellular;24;jul;1204;1;-1;0;unknown;yes
29;blue-collar;married;secondary;no;313;yes;no;cellular;20;apr;172;2;343;3;other;no
45;technician;single;secondary;no;819;no;yes;cellular;17;nov;200;1;-1;0;unknown;no
40;management;married;secondary;no;754;no;yes;cellular;6;apr;635;1;-1;0;unknown;yes
28;management;single;tertiary;no;6791;no;no;telephone;9;aug;361;1;46;35;failure;no
38;technician;single;tertiary;no;69;yes;no;cellular;13;may;253;3;-1;0;unknown;no
30;entrepreneur;single;secondary;no;638;no;no;cellular;14;jul;358;6;-1;0;unknown;no
42;management;married;tertiary;no;3713;no;no;cellular;19;nov;709;2;-1;0;unknown;yes
48;management;married;tertiary;no;1167;yes;yes;cellular;26;jan;122;4;50;4;other;no
54;management;single;tertiary;no;0;yes;no;unknown;3;jun;68;1;-1;0;unknown;no
42;unknown;single;unknown;no;942;no;no;cellular;27;jan;245;1;92;2;success;yes
27;unemployed;single;secondary;no;1301;no;no;cellular;9;feb;817;5;-1;0;unknown;no
56;services;married;secondary;no;17;no;yes;cellular;25;aug;342;5;-1;0;unknown;no
35;blue-collar;married;unknown;no;1201;no;no;unknown;18;jun;537;1;-1;0;unknown;yes
37;management;single;tertiary;no;1027;yes;no;cellular;2;mar;313;1;152;2;success;yes
37;student;single;unknown;no;444;no;no;cellular;4;may;1063;5;-1;0;unknown;yes
36;unemployed;married;secondary;no;439;yes;no;telephone;6;feb;18;6;-1;0;unknown;no
34;admin.;divorced;secondary;no;-251;no;no;cellular;18;jul;641;1;-1;0;unknown;yes
56;services;divorced;secondary;no;72;yes;yes;cellular;7;may;263;1;357;4;failure;no
36;admin.;single;tertiary;no;918;yes;no;cellular;16;apr;127;2;-1;0;unknown;no
42;blue-collar;married;primary;no;1017;yes;no;unknown;3;jun;11;18;-1;0;unknown;no
26;services;single;tertiary;no;12;no;no;cellular;14;jun;563;1;181;10;failure;yes
31;blue-collar;married;secondary;no;1716;yes;no;cellular;13;apr;542;2;340;2;other;no
33;admin.;single;secondary;no;572;yes;no;cellular;30;jan;1296;2;-1;0;unknown;no
30;technician;single;secondary;no;1286;no;no;telephone;28;aug;44;12;-1;0;unknown;no
44;technician;divorced;secondary;no;14;no;no;cellular;13;aug;234;1;-1;0;unknown;yes
31;management;single;tertiary;no;3340;no;no;cellular;15;sep;213;2;469;3;success;yes
26;services;single;secondary;no;2158;yes;yes;telephone;5;jun;227;1;-1;0;unknown;no
33;technician;married;tertiary;no;4401;no;no;cellular;30;apr;439;1;-1;0;unknown;yes
49;services;married;secondary;no;220;yes;no;cellular;28;jul;93;11;-1;0;unknown;no
33;services;married;secondary;no;227;yes;yes;cellular;13;aug;477;2;-1;0;unknown;yes
25;technician;divorced;tertiary;no;174;no;yes;unknown;27;may;350;4;-1;0;unknown;no
53;blue-collar;married;primary;no;207;no;yes;unknown;4;jul;212;1;-1;0;unknown;no
60;blue-collar;married;primary;no;5;no;no;cellular;29;jan;533;1;92;1;success;yes
26;blue-collar;single;secondary;no;-29;yes;no;cellular;10;jul;998;4;-1;0;unknown;yes
31;admin.;married;secondary;no;352;no;no;telephone;28;oct;60;1;-1;0;unknown;no
66;retired;married;tertiary;no;1948;no;no;cellular;28;jan;216;1;91;4;success;yes
52;admin.;married;secondary;no;82;yes;yes;telephone;15;jul;1142;4;-1;0;unknown;no
48;self-employed;married;secondary;no;1559;no;no;cellular;4;feb;130;2;-1;0;unknown;no
37;blue-collar;married;primary;no;223;yes;no;cellular;7;may;569;1;297;3;failure;no
53;management;divorced;secondary;no;1004;no;yes;telephone;22;dec;119;1;-1;0;unknown;yes
29;self-employed;married;secondary;no;425;yes;no;unknown;5;jun;562;15;-1;0;unknown;yes
35;technician;single;secondary;no;3490;yes;no;cellular;29;aug;643;2;-1;0;unknown;yes
44;blue-collar;single;secondary;no;0;yes;no;cellular;15;apr;442;1;-1;0;unknown;no
30;technician;married;secondary;no;2278;no;yes;telephone;19;nov;47;1;-1;0;unknown;no
41;technician;single;secondary;no;650;yes;no;cellular;20;nov;2420;3;-1;0;unknown;yes
27;admin.;divorced;secondary;no;112;yes;no;unknown;19;may;104;1;-1;0;unknown;no
44;services;divorced;secondary;no;-368;yes;no;cellular;5;may;895;1;-1;0;unknown;yes
30;entrepreneur;married;primary;no;2686;yes;no;cellular;15;jul;808;3;-1;0;unknown;yes
35;technician;married;secondary;no;257;yes;yes;cellular;20;apr;307;4;-1;0;unknown;no
50;blue-collar;married;primary;no;5776;no;no;cellular;18;nov;49;3;-1;0;unknown;no
27;services;single;secondary;no;1820;yes;no;cellular;17;jul;1027;1;-1;0;unknown;yes
69;services;married;unknown;no;23592;no;no;cellular;3;jul;837;3;-1;0;unknown;no
42;self-employed;married;secondary;no;240;yes;no;cellular;4;feb;183;1;189;16;other;no
50;blue-collar;married;primary;no;82;no;no;telephone;5;apr;456;1;-1;0;unknown;yes
72;retired;married;tertiary;no;0;no;no;cellular;13;feb;99;1;-1;0;unknown;yes
44;admin.;married;secondary;no;1305;no;no;cellular;30;jul;72;4;-1;0;unknown;no
42;blue-collar;married;primary;no;2103;yes;no;cellular;13;apr;384;2;-1;0;unknown;yes
35;admin.;married;secondary;no;4698;yes;no;unknown;16;jun;359;1;-1;0;unknown;no
41;technician;single;tertiary;no;1646;yes;no;cellular;5;aug;172;3;92;8;success;yes
28;blue-collar;married;secondary;no;2;yes;no;unknown;29;may;750;2;-1;0;unknown;no
23;services;single;secondary;no;488;no;no;cellular;30;mar;236;1;92;2;other;yes
51;blue-collar;married;primary;yes;-17;no;no;cellular;27;aug;134;6;-1;0;unknown;no
60;management;married;primary;no;92;no;no;telephone;2;feb;447;1;-1;0;unknown;no
31;technician;married;tertiary;no;3338;yes;no;cellular;21;dec;264;2;-1;0;unknown;yes
69;retired;married;secondary;no;2473;no;no;cellular;8;jul;967;3;-1;0;unknown;yes
77;retired;married;tertiary;no;7802;no;no;telephone;4;may;421;1;92;2;success;yes
32;blue-collar;married;secondary;no;14;yes;no;unknown;2;jun;171;1;-1;0;unknown;no
30;management;married;tertiary;no;7;yes;no;cellular;28;aug;173;1;164;4;other;yes
25;blue-collar;single;secondary;no;1857;yes;no;cellular;13;apr;295;4;187;6;success;yes
34;technician;married;tertiary;no;178;yes;no;cellular;18;nov;85;1;-1;0;unknown;no
32;admin.;married;secondary;no;51;yes;yes;cellular;14;jan;203;1;87;2;other;yes
76;management;married;unknown;no;1780;yes;no;telephone;23;apr;413;3;-1;0;unknown;yes
68;retired;married;secondary;no;2469;yes;no;telephone;15;jul;552;2;-1;0;unknown;yes
51;blue-collar;married;unknown;no;226;yes;no;unknown;4;jun;17;13;-1;0;unknown;no
41;self-employed;single;tertiary;no;-94;yes;no;cellular;4;feb;1164;1;203;1;failure;yes
42;services;married;secondary;no;1376;yes;no;cellular;2;mar;712;4;-1;0;unknown;yes
43;services;divorced;secondary;no;207;yes;no;unknown;16;may;132;1;-1;0;unknown;no
57;blue-collar;married;primary;no;2112;no;no;cellular;12;aug;1134;2;-1;0;unknown;yes
32;technician;married;tertiary;no;-252;yes;no;cellular;29;jul;52;4;-1;0;unknown;no
82;housemaid;divorced;primary;no;1381;no;no;cellular;28;jul;844;5;181;4;failure;yes
35;admin.;married;secondary;no;2374;yes;no;cellular;11;aug;765;2;183;5;success;yes
30;management;single;tertiary;no;19796;no;no;cellular;20;nov;41;1;-1;0;unknown;no
32;technician;single;secondary;no;2341;yes;no;cellular;18;jul;243;1;-1;0;unknown;no
27;technician;married;secondary;no;-428;no;no;cellular;7;jul;451;1;-1;0;unknown;no
57;housemaid;divorced;primary;no;231;yes;no;unknown;20;may;26;14;-1;0;unknown;no
40;unemployed;married;primary;no;69;no;yes;cellular;4;feb;171;1;-1;0;unknown;no
59;housemaid;married;primary;no;96;no;no;cellular;6;aug;88;2;-1;0;unknown;no
32;management;married;tertiary;no;1232;no;no;cellular;25;aug;97;4;-1;0;unknown;no
40;blue-collar;married;secondary;no;1074;yes;no;cellular;9;apr;90;2;-1;0;unknown;no
32;management;single;tertiary;no;41;no;no;cellular;21;aug;686;5;-1;0;unknown;yes
70;retired;married;primary;no;3230;no;no;cellular;24;nov;112;1;-1;0;unknown;no
54;management;married;tertiary;no;752;no;no;telephone;29;jul;211;5;491;4;other;yes
48;unemployed;married;secondary;no;1811;yes;no;telephone;31;jul;135;3;-1;0;unknown;no
23;housemaid;married;tertiary;no;66;yes;no;cellular;7;may;1391;2;-1;0;unknown;yes
54;services;divorced;secondary;no;0;no;no;cellular;18;mar;362;1;290;3;success;yes
35;management;divorced;tertiary;no;859;yes;yes;cellular;19;nov;1554;1;-1;0;unknown;yes
46;admin.;married;secondary;no;556;yes;yes;unknown;15;may;646;3;-1;0;unknown;yes
43;management;single;tertiary;no;1304;no;no;cellular;6;aug;501;2;-1;0;unknown;yes
45;services;married;secondary;yes;144;no;no;cellular;18;jul;95;8;-1;0;unknown;no
61;retired;married;secondary;no;86;no;no;cellular;23;oct;149;1;-1;0;unknown;yes
44;admin.;married;secondary;no;14;no;yes;unknown;30;may;827;5;-1;0;unknown;no
46;blue-collar;divorced;secondary;no;1480;yes;no;unknown;15;may;257;1;-1;0;unknown;no
58;retired;married;secondary;no;3909;yes;no;unknown;3;jun;80;1;-1;0;unknown;no
45;blue-collar;married;secondary;no;1577;yes;no;cellular;17;apr;188;1;-1;0;unknown;no
35;technician;single;secondary;no;433;yes;no;unknown;8;may;163;2;-1;0;unknown;no
27;technician;married;tertiary;no;10451;yes;no;cellular;2;feb;45;1;-1;0;unknown;no
37;admin.;married;secondary;no;281;yes;no;unknown;16;may;279;2;-1;0;unknown;no
41;management;married;tertiary;no;-195;no;yes;cellular;20;nov;112;1;-1;0;unknown;no
43;management;married;tertiary;no;240;yes;no;cellular;16;apr;453;1;-1;0;unknown;yes
26;management;single;tertiary;no;1;no;no;unknown;21;sep;6;1;-1;0;unknown;no
40;admin.;single;secondary;no;118;yes;no;unknown;8;may;383;3;-1;0;unknown;no
50;management;single;unknown;no;1277;no;no;cellular;4;may;63;1;-1;0;unknown;no
46;management;married;secondary;yes;-333;no;yes;cellular;30;jul;597;2;-1;0;unknown;no
26;technician;married;secondary;no;876;yes;no;unknown;28;may;713;1;-1;0;unknown;no
54;admin.;married;secondary;no;222;yes;no;unknown;9;may;45;2;-1;0;unknown;no
40;services;married;secondary;no;1358;no;no;unknown;19;jun;96;1;-1;0;unknown;no
39;housemaid;married;secondary;no;42;yes;no;telephone;25;jul;120;1;-1;0;unknown;no
32;management;married;tertiary;no;2465;yes;yes;cellular;7;may;923;1;-1;0;unknown;yes
31;blue-collar;married;secondary;no;631;yes;no;cellular;20;apr;211;2;152;2;failure;no
50;management;married;tertiary;no;0;no;no;unknown;11;jun;916;1;-1;0;unknown;no
54;management;married;tertiary;no;364;yes;no;cellular;17;jul;301;1;-1;0;unknown;no
39;blue-collar;married;secondary;no;1751;no;no;cellular;9;jul;178;2;-1;0;unknown;no
35;management;single;tertiary;no;5958;yes;no;cellular;22;mar;215;1;-1;0;unknown;yes
27;blue-collar;married;primary;no;-413;no;yes;unknown;27;jun;422;6;-1;0;unknown;yes
37;admin.;single;secondary;no;22;yes;no;cellular;7;may;28;2;289;5;failure;no
51;blue-collar;divorced;secondary;no;203;yes;no;cellular;8;may;134;1;170;5;failure;no
29;student;single;secondary;no;1779;no;no;cellular;4;jun;400;1;-1;0;unknown;yes
59;housemaid;married;primary;no;-187;yes;no;telephone;21;jul;118;7;-1;0;unknown;no
52;services;married;secondary;no;-888;no;no;cellular;16;jul;135;1;-1;0;unknown;no
35;services;single;secondary;no;719;yes;no;cellular;18;may;1359;3;368;3;failure;yes
18;student;single;unknown;no;108;no;no;cellular;9;feb;92;1;183;1;success;yes
33;services;married;secondary;no;2918;no;yes;cellular;20;nov;1059;2;-1;0;unknown;yes
36;blue-collar;divorced;secondary;no;421;yes;no;cellular;15;may;34;7;360;4;other;no
37;management;married;tertiary;no;115;no;no;cellular;19;aug;78;2;-1;0;unknown;no
32;management;single;tertiary;no;202;no;no;cellular;4;may;16;5;-1;0;unknown;no
60;admin.;married;unknown;no;2667;yes;no;unknown;15;may;140;1;-1;0;unknown;no
33;management;single;tertiary;no;136;yes;yes;unknown;20;may;347;6;-1;0;unknown;no
32;technician;single;tertiary;no;881;no;no;cellular;8;aug;79;1;-1;0;unknown;no
59;retired;divorced;secondary;no;208;no;yes;cellular;28;jan;503;2;-1;0;unknown;no
54;management;married;unknown;no;831;yes;yes;telephone;2;jul;139;1;125;2;other;no
42;admin.;married;secondary;no;214;yes;no;unknown;28;may;21;24;-1;0;unknown;no
45;entrepreneur;married;tertiary;no;0;no;no;cellular;19;nov;416;2;-1;0;unknown;no
32;unemployed;single;tertiary;no;336;yes;no;unknown;8;may;139;1;-1;0;unknown;no
42;technician;single;secondary;no;417;no;no;cellular;21;jul;177;1;-1;0;unknown;no
34;management;single;tertiary;no;27;no;yes;cellular;22;jul;255;1;-1;0;unknown;no
38;technician;married;secondary;yes;238;no;no;cellular;30;jul;376;8;-1;0;unknown;no
35;blue-collar;married;primary;no;77;yes;no;unknown;26;may;282;3;-1;0;unknown;no
30;admin.;single;secondary;no;1309;no;no;cellular;28;jan;622;1;-1;0;unknown;yes
42;entrepreneur;married;tertiary;no;5345;no;no;unknown;11;jun;878;3;-1;0;unknown;yes
45;blue-collar;married;secondary;no;430;no;yes;cellular;21;aug;140;2;-1;0;unknown;no
28;admin.;married;secondary;no;-156;yes;no;unknown;6;jun;161;5;-1;0;unknown;no
57;management;married;tertiary;no;-92;yes;yes;unknown;20;jun;1617;1;-1;0;unknown;yes
27;services;single;secondary;no;54;yes;no;unknown;28;may;543;2;-1;0;unknown;yes
44;technician;divorced;secondary;no;275;no;no;cellular;17;nov;1077;1;-1;0;unknown;yes
59;blue-collar;married;secondary;no;104;yes;no;unknown;2;jun;92;5;-1;0;unknown;no
31;management;married;tertiary;no;4924;yes;no;unknown;21;may;389;2;-1;0;unknown;no
34;technician;single;tertiary;no;370;no;no;cellular;11;aug;116;2;-1;0;unknown;no
26;housemaid;married;primary;no;158;no;yes;cellular;8;jul;416;4;-1;0;unknown;no
37;management;married;tertiary;no;1113;no;no;cellular;2;mar;229;1;182;1;success;yes
35;self-employed;single;tertiary;no;398;no;no;cellular;5;jul;101;3;-1;0;unknown;no
28;services;single;secondary;no;341;yes;no;cellular;15;may;437;3;347;3;other;yes
35;technician;single;tertiary;no;33;no;no;cellular;29;aug;300;2;-1;0;unknown;no
53;technician;married;tertiary;no;431;yes;no;cellular;5;may;55;1;328;1;failure;no
22;student;single;secondary;no;23;no;no;cellular;27;oct;137;1;-1;0;unknown;yes
55;technician;divorced;secondary;no;217;yes;yes;cellular;26;may;176;1;-1;0;unknown;no
45;admin.;married;secondary;no;72;yes;yes;cellular;15;may;262;2;352;2;failure;no
34;blue-collar;divorced;unknown;no;172;no;no;cellular;15;jun;177;1;-1;0;unknown;yes
36;blue-collar;divorced;secondary;no;-158;yes;no;cellular;21;jul;42;6;-1;0;unknown;no
35;management;married;secondary;no;724;yes;no;cellular;14;jul;287;2;415;1;failure;yes
34;services;married;secondary;no;-85;yes;no;cellular;8;may;129;4;-1;0;unknown;no
47;technician;married;tertiary;no;1694;no;yes;unknown;20;jun;560;3;-1;0;unknown;yes
29;admin.;single;secondary;no;1992;no;no;cellular;12;apr;119;2;-1;0;unknown;no
41;services;single;secondary;no;-675;yes;yes;cellular;18;mar;147;4;-1;0;unknown;yes
45;housemaid;married;secondary;no;4068;no;no;cellular;20;aug;184;1;-1;0;unknown;yes
32;management;married;tertiary;no;553;yes;no;cellular;22;jul;72;1;-1;0;unknown;no
74;retired;married;primary;no;279;no;no;telephone;15;oct;227;1;-1;0;unknown;no
44;blue-collar;single;primary;no;-24;no;no;telephone;7;jul;564;1;-1;0;unknown;no
25;blue-collar;single;secondary;no;303;no;no;cellular;18;mar;265;1;-1;0;unknown;yes
50;admin.;married;secondary;no;100;yes;no;unknown;18;jun;23;1;-1;0;unknown;no
40;services;divorced;secondary;no;-81;no;yes;cellular;23;jul;186;1;-1;0;unknown;no
27;services;single;secondary;no;195;yes;no;cellular;25;feb;416;3;-1;0;unknown;yes
33;management;married;tertiary;no;0;yes;no;cellular;17;apr;378;1;-1;0;unknown;yes
79;retired;married;secondary;no;723;no;no;telephone;9;sep;276;1;79;3;failure;yes
35;services;married;secondary;no;52;yes;no;cellular;4;jun;328;2;94;4;success;yes
24;blue-collar;married;secondary;no;272;no;no;cellular;16;nov;105;2;94;2;success;yes
37;services;married;secondary;no;981;no;no;cellular;7;jul;682;2;386;1;success;yes
32;technician;married;secondary;no;11697;yes;no;unknown;20;may;296;1;-1;0;unknown;no
35;blue-collar;single;unknown;no;2298;no;no;cellular;31;jul;92;4;-1;0;unknown;no
59;retired;married;tertiary;no;3843;no;no;cellular;11;aug;104;4;-1;0;unknown;no
26;technician;single;secondary;no;206;no;no;cellular;29;jan;89;1;-1;0;unknown;no
60;unemployed;married;primary;no;0;no;no;cellular;22;jul;1193;1;412;1;other;yes
46;unemployed;divorced;primary;no;23;no;no;cellular;21;nov;344;1;-1;0;unknown;no
51;housemaid;divorced;secondary;no;9228;no;no;cellular;18;jul;655;4;-1;0;unknown;yes
51;blue-collar;married;primary;no;1694;no;no;cellular;13;aug;186;2;-1;0;unknown;no
36;technician;divorced;secondary;no;54;yes;no;cellular;27;aug;1642;3;-1;0;unknown;yes
27;services;single;tertiary;no;536;yes;no;cellular;11;may;105;3;-1;0;unknown;no
30;management;married;tertiary;no;4328;no;no;cellular;30;apr;262;3;189;11;other;yes
67;retired;divorced;secondary;no;704;no;no;cellular;8;feb;186;2;97;1;success;yes
23;student;single;secondary;no;922;no;no;cellular;28;may;538;2;184;9;failure;yes
61;admin.;married;unknown;no;4629;yes;no;cellular;29;jul;349;3;183;2;success;yes
27;housemaid;married;primary;no;0;yes;no;cellular;23;jul;435;3;-1;0;unknown;no
50;blue-collar;married;tertiary;no;267;yes;no;cellular;13;may;187;3;-1;0;unknown;no
25;blue-collar;single;secondary;no;303;no;no;cellular;18;jun;252;1;92;1;success;yes
34;self-employed;single;tertiary;no;5462;no;no;cellular;30;apr;430;1;-1;0;unknown;yes
39;management;single;tertiary;no;313;no;yes;cellular;29;jan;118;5;196;1;other;no
39;unemployed;single;secondary;no;2208;no;no;telephone;22;may;23;2;-1;0;unknown;no
42;blue-collar;married;secondary;no;2913;no;no;cellular;3;jun;705;1;195;1;failure;yes
25;student;single;secondary;no;2975;no;no;cellular;2;sep;799;2;-1;0;unknown;yes
42;technician;divorced;tertiary;no;2611;yes;no;cellular;25;jun;300;1;389;3;failure;yes
38;management;divorced;tertiary;no;6368;yes;no;cellular;4;may;922;4;-1;0;unknown;yes
32;admin.;single;secondary;no;613;yes;no;cellular;2;feb;88;1;-1;0;unknown;no
45;entrepreneur;married;secondary;no;781;no;yes;cellular;17;nov;652;2;126;2;failure;yes
47;blue-collar;married;primary;no;373;yes;no;cellular;11;may;480;2;-1;0;unknown;no
46;management;married;tertiary;no;0;no;no;cellular;18;nov;716;2;110;3;other;yes
28;admin.;married;secondary;no;642;yes;no;cellular;3;feb;481;2;-1;0;unknown;no
41;entrepreneur;divorced;tertiary;no;0;yes;no;cellular;17;nov;176;1;-1;0;unknown;no
56;technician;married;secondary;no;6619;yes;no;telephone;4;nov;465;1;-1;0;unknown;yes
36;management;married;tertiary;no;1352;no;no;unknown;19;jun;2028;1;-1;0;unknown;yes
29;self-employed;single;tertiary;no;1579;no;no;cellular;13;jul;178;1;181;4;success;yes
57;technician;married;secondary;no;1469;yes;no;cellular;17;nov;364;1;-1;0;unknown;no
31;unemployed;divorced;tertiary;no;756;no;no;cellular;20;jul;355;2;-1;0;unknown;yes
30;services;married;secondary;no;48;yes;no;cellular;31;jul;662;13;-1;0;unknown;yes
53;technician;married;secondary;no;1357;no;no;cellular;28;jan;146;1;-1;0;unknown;no
59;management;married;primary;no;396;yes;no;unknown;2;jun;72;3;-1;0;unknown;no
35;blue-collar;married;secondary;no;270;yes;yes;cellular;6;apr;332;2;335;1;failure;no
35;blue-collar;married;secondary;no;260;yes;no;telephone;13;may;155;6;-1;0;unknown;no
